,/gpu-intel/0xA7A1/power/0
Time,GPU Package
15:44:26,15.3328791
15:44:27,15.8157454
15:44:28,16.142849
15:44:29,15.72901
15:44:30,15.7480688
15:44:31,16.247467
15:44:32,16.108736
15:44:33,16.18304
15:44:34,16.4513645
15:44:35,16.5249615
15:44:36,16.7477188
15:44:37,15.97924
15:44:38,16.28389
15:44:39,16.3860359
15:44:40,16.3154945
15:44:41,16.6329536
15:44:42,16.1737633
15:44:43,16.1607189
15:44:44,16.6747437
15:44:45,16.9845467
15:44:46,16.54555
15:44:47,16.4284363
15:44:48,16.0658131
15:44:49,16.84533
15:44:50,16.45713
15:44:51,16.2816963
15:44:52,16.9231853
15:44:53,16.4504776
15:44:54,16.1716633
15:44:55,16.8418941
15:44:56,16.190237
15:44:57,16.4928265
15:44:58,15.9029856
15:44:59,16.7714367
15:45:00,16.4854279
15:45:01,16.4523525
15:45:02,16.8628578
15:45:03,16.04661
15:45:04,16.386282
15:45:05,17.20451
15:45:06,16.484848
15:45:07,16.5133152
15:45:08,16.48039
15:45:09,15.9372377
15:45:10,16.6016331
15:45:11,16.3477077
15:45:12,16.9426289
15:45:13,16.80182
15:45:14,16.5120239
15:45:15,17.0506058
15:45:16,16.1703472
15:45:17,16.4529419
15:45:18,16.7419567
15:45:19,16.2042923
15:45:20,16.2375679
15:45:21,16.4023266
15:45:22,16.5132256
15:45:23,16.8023567
15:45:24,16.2919216
15:45:25,16.4116573
15:45:26,16.53195
15:45:27,15.8648624
15:45:28,17.0735588
15:45:29,16.1060448
15:45:30,16.5161057
15:45:31,16.63818
15:45:32,16.0853138
15:45:33,16.4095364
15:45:34,16.1285076
15:45:35,15.7996778
15:45:36,16.6024952
15:45:37,16.316328
15:45:38,16.5372467
15:45:39,16.15142
15:45:40,15.79799
15:45:41,16.5183735
15:45:42,16.6401863
15:45:43,16.7192745
15:45:44,16.5005226
15:45:45,16.901289
15:45:46,17.21403
15:45:47,17.0189362
15:45:48,16.6888542
15:45:49,17.409956
15:45:50,16.8145542
15:45:51,16.1895428
15:45:52,16.937418
15:45:53,16.6693459
15:45:54,16.4594
15:45:55,17.0781746
15:45:56,16.36261
15:45:57,15.8960791
15:45:58,16.90909
15:45:59,16.3407784
15:46:00,16.5977039
15:46:01,16.9113731
15:46:02,17.0724773
15:46:03,16.2866917
15:46:04,16.7320137
15:46:05,16.57529
15:46:06,16.79543
15:46:07,16.9719849
15:46:08,16.32911
15:46:09,16.1552277
15:46:10,16.3504143
15:46:11,15.9569912
15:46:12,16.6523952
15:46:13,16.9072247
15:46:14,16.7491474
15:46:15,16.5583687
15:46:16,16.1909065
15:46:17,16.81267
15:46:18,16.9904251
15:46:19,16.6757927
15:46:20,16.33215
15:46:21,16.3223286
15:46:22,16.276226
15:46:23,16.7178478
15:46:24,16.282299
15:46:25,16.78532
15:46:26,16.9606915
15:46:27,16.197052
15:46:28,15.2785292
15:46:29,16.0218716
15:46:30,15.7031279
15:46:31,15.2509232
15:46:32,14.7807608
15:46:33,15.5652447
15:46:34,15.62663
15:46:35,15.7800875
15:46:36,16.094698
15:46:37,16.2719955
15:46:38,16.0080547
15:46:39,16.5832539
15:46:41,17.0596828
15:46:42,16.7799969
15:46:42,16.7807255
15:46:43,16.6004257
15:46:45,16.6436386
15:46:46,16.090416
15:46:47,16.6212845
15:46:48,17.2449589
15:46:49,16.2324562
15:46:50,16.7227535
15:46:51,16.5502625
15:46:52,17.1397839
15:46:53,16.5862827
15:46:54,16.5713139
15:46:55,16.0264111
15:46:56,15.9756956
15:46:57,16.20049
15:46:58,16.2917862
15:46:59,16.5372581
15:47:00,16.82548
15:47:01,16.2996578
15:47:02,16.9085445
15:47:03,16.1771317
15:47:04,16.6789627
15:47:05,16.8935471
15:47:06,16.8941059
15:47:07,17.1633663
15:47:08,16.3956547
15:47:09,17.042038
15:47:10,17.17901
15:47:11,16.6786556
15:47:12,17.41962
15:47:13,16.1178856
15:47:14,16.23389
15:47:15,16.9896622
15:47:16,17.0378571
15:47:17,17.2532749
15:47:18,17.0808716
15:47:19,16.70038
15:47:20,17.243042
15:47:21,16.5693684
15:47:22,16.8053055
15:47:23,16.7253418
15:47:24,16.1375275
15:47:25,16.47154
15:47:26,16.5616722
15:47:27,16.3313427
15:47:28,16.6518974
15:47:29,16.1637
15:47:30,16.9220276
15:47:31,17.3914032
15:47:32,16.7577457
15:47:33,17.1053085
15:47:34,16.9142189
15:47:35,16.8716831
15:47:36,16.9517574
15:47:37,15.8383627
15:47:38,16.7490044
15:47:39,17.0290279
15:47:40,17.0847473
15:47:41,17.1869335
15:47:42,16.8739624
15:47:43,17.12028
15:47:44,16.90108
15:47:45,17.0684624
15:47:46,17.2874527
15:47:47,16.406929
15:47:48,16.3711185
15:47:49,16.8081913
15:47:50,16.93798
15:47:51,16.2372971
15:47:52,16.4880943
15:47:53,17.6344852
15:47:54,16.3956623
15:47:55,16.54539
15:47:56,16.949131
15:47:57,16.9255466
15:47:58,17.1437035
15:47:59,16.8487415
15:48:00,16.9830379
15:48:01,16.5116024
15:48:02,16.62946
15:48:03,16.71907
15:48:04,16.8143787
15:48:05,16.7589512
15:48:06,16.57741
15:48:07,15.92386
15:48:08,16.8618336
15:48:09,16.8045063
15:48:10,16.7012615
15:48:11,17.11408
15:48:12,16.9145241
15:48:13,16.7200718
15:48:14,17.3777866
15:48:15,16.7183266
15:48:16,16.58498
15:48:17,16.838665
15:48:18,16.8548527
15:48:19,16.80879
15:48:20,16.6302471
15:48:21,16.86777
15:48:22,16.7967644
15:48:23,17.1726723
15:48:24,16.7000256
15:48:25,16.84286
15:48:26,17.236414
15:48:27,16.7148628
15:48:28,17.3989372
15:48:29,16.6106873
15:48:30,16.9446278
15:48:31,16.609417
15:48:32,16.1042156
15:48:33,15.2697334
15:48:34,15.8621588
15:48:35,16.14824
15:48:36,15.3520079
15:48:37,15.888484
15:48:38,15.275609
15:48:39,15.3218012
15:48:40,15.70287
15:48:41,16.5636845
15:48:42,16.8757763
15:48:43,16.9909821
15:48:44,16.91968
15:48:45,17.00758
15:48:46,17.01626
15:48:47,16.5722656
15:48:48,16.61693
15:48:49,16.7691174
15:48:50,17.0537758
15:48:51,17.0957546
15:48:52,16.9126053
15:48:53,16.7662525
15:48:54,16.6894722
15:48:55,16.66697
15:48:56,16.5782
15:48:57,16.87675
15:48:58,17.13021
15:48:59,16.9721775
15:49:00,17.0056324
15:49:01,17.0808964
15:49:02,16.641264
15:49:03,16.8520432
15:49:04,17.11952
15:49:05,16.98486
15:49:06,16.1251583
15:49:07,17.0043583
15:49:08,16.5686817
15:49:09,17.0922127
15:49:10,17.00534
15:49:11,16.9112625
15:49:12,17.1163139
15:49:13,16.6522961
15:49:14,17.3129616
15:49:16,16.2860985
15:49:16,16.7183533
15:49:18,16.9219437
15:49:19,16.5824165
15:49:20,17.0793648
15:49:21,16.3665371
15:49:22,17.03663
15:49:23,16.5945015
15:49:24,16.522049
15:49:25,17.2169666
15:49:26,16.9002972
15:49:27,16.7126312
15:49:28,16.8784561
15:49:29,16.6267376
15:49:30,16.8883762
15:49:31,16.4877071
15:49:32,16.8881912
15:49:33,17.42085
15:49:34,17.0877419
15:49:35,17.7795238
15:49:36,16.0629158
15:49:37,16.8138676
15:49:38,16.34572
15:49:39,17.1847553
15:49:40,16.97851
15:49:41,16.8243923
15:49:42,16.7698822
15:49:43,16.8828411
15:49:44,16.8311062
15:49:45,16.579073
15:49:46,16.7131176
15:49:47,16.93719
15:49:48,17.1930313
15:49:49,16.64698
15:49:50,17.0313358
15:49:51,16.96832
15:49:52,16.13925
15:49:53,16.9316616
15:49:54,16.823925
15:49:55,16.7419128
15:49:56,16.4593239
15:49:57,16.4769859
15:49:58,17.4796371
15:49:59,16.6729355
15:50:00,17.17145
15:50:01,17.1629715
15:50:02,17.15743
15:50:03,16.5784645
15:50:04,17.2055683
15:50:05,16.4140186
15:50:06,16.8152981
15:50:07,16.7415161
15:50:08,16.4200077
15:50:09,17.2479534
15:50:10,16.50723
15:50:11,17.1427059
15:50:12,16.9520931
15:50:13,16.5190125
15:50:14,17.0620079
15:50:15,17.3055038
15:50:16,16.9062519
15:50:17,17.156641
15:50:18,16.5861416
15:50:19,16.54801
15:50:20,17.24909
15:50:21,16.120739
15:50:22,16.62351
15:50:23,16.6938133
15:50:24,16.866209
15:50:25,16.8973923
15:50:26,17.1187553
15:50:27,16.5480938
15:50:28,16.53014
15:50:29,17.4055882
15:50:30,16.6631241
15:50:31,16.7188911
15:50:32,16.951004
15:50:33,15.7575359
15:50:34,17.0291176
15:50:35,16.9382286
15:50:36,16.6308422
15:50:37,16.3425827
15:50:38,15.0687065
15:50:39,15.8477659
15:50:40,15.8609142
15:50:41,16.29302
15:50:42,15.8988533
15:50:43,16.0100021
15:50:44,16.3054314
15:50:45,15.8884468
15:50:46,16.5908375
15:50:47,17.4713573
15:50:48,17.1433811
15:50:49,16.7177982
15:50:50,17.1616077
15:50:51,16.7267971
15:50:52,17.0941715
15:50:53,16.588768
15:50:54,16.65616
15:50:55,16.8753242
15:50:56,17.4530258
15:50:57,16.6729488
15:50:58,16.89435
15:50:59,17.0802956
15:51:00,16.7064953
15:51:01,17.0904465
15:51:02,16.449976
15:51:03,17.1985455
15:51:04,16.7325687
15:51:05,16.91924
15:51:06,16.6996422
15:51:07,17.1481152
15:51:08,17.3916168
15:51:09,17.1769733
15:51:10,17.1265
15:51:11,16.98765
15:51:12,16.82075
15:51:13,17.1955471
15:51:14,16.73251
15:51:15,16.9330826
15:51:16,16.7858963
15:51:17,16.5631428
15:51:18,17.2569065
15:51:20,16.50869
15:51:20,16.1060581
15:51:21,17.11878
15:51:22,16.9086666
15:51:23,17.2885036
15:51:24,16.7565918
15:51:25,16.61733
15:51:26,16.3183327
15:51:27,16.7148685
15:51:28,16.6573162
15:51:29,16.3601265
15:51:30,16.7056427
15:51:31,16.5431042
15:51:32,16.92043
15:51:33,16.0900822
15:51:34,17.0063972
15:51:35,16.8337746
15:51:36,16.9136257
15:51:37,16.67894
15:51:38,16.6027012
15:51:39,17.1124973
15:51:40,16.92441
15:51:41,16.7437553
15:51:42,16.5369816
15:51:43,16.7755356
15:51:44,17.1446762
15:51:45,17.1256
15:51:46,17.02352
15:51:47,17.6573181
15:51:48,16.8902855
15:51:49,16.9632683
15:51:50,16.8561783
15:51:51,16.7704544
15:51:52,17.0003014
15:51:53,16.674963
15:51:54,17.5131836
15:51:55,16.3706131
15:51:56,16.7845135
15:51:57,16.5031166
15:51:58,16.4301033
15:51:59,17.5689335
15:52:00,16.546917
15:52:01,16.5901718
15:52:02,17.2199383
15:52:03,16.9255
15:52:04,17.09149
15:52:05,16.9390812
15:52:06,16.6874027
15:52:07,16.5693226
15:52:08,17.05567
15:52:09,16.9630013
15:52:10,16.5371151
15:52:11,17.0417652
15:52:12,16.84645
15:52:13,16.640892
15:52:14,17.00829
15:52:15,16.9930782
15:52:16,16.4997845
15:52:17,16.6565075
15:52:19,16.98975
15:52:20,16.64079
15:52:20,17.0030518
15:52:21,16.9139729
15:52:22,17.0236034
15:52:23,16.9639587
15:52:24,17.1946163
15:52:25,16.6703625
15:52:26,17.0183735
15:52:27,16.5804768
15:52:28,16.6661644
15:52:29,17.1118851
15:52:30,16.7189636
15:52:31,16.7566
15:52:33,16.5428658
15:52:34,17.1063251
15:52:35,17.874712
15:52:36,17.8341618
15:52:37,18.0464058
15:52:38,17.6088028
15:52:39,17.23349
15:52:40,18.2496586
15:52:41,17.6440754
15:52:42,17.2329769
15:52:43,16.9482174
15:52:44,16.5584278
15:52:45,15.9465561
15:52:46,16.4136429
15:52:47,16.39949
15:52:48,17.2528934
15:52:49,16.6434956
15:52:50,16.4901066
15:52:51,17.1108017
15:52:52,15.5337915
15:52:53,17.7265778
15:52:54,17.8007774
15:52:55,17.8474026
15:52:56,16.967844
15:52:57,17.4577141
15:52:58,18.0345612
15:52:59,17.0379562
15:53:00,17.1932335
15:53:01,17.19317
15:53:02,17.1295662
15:53:03,17.4533443
15:53:04,16.653532
15:53:05,16.8773766
15:53:06,16.7525749
15:53:07,17.0277214
15:53:08,16.8200455
15:53:09,16.8954315
15:53:10,17.2080173
15:53:11,16.8598919
15:53:12,17.0028629
15:53:13,16.9330769
15:53:14,16.53765
15:53:15,16.7875328
15:53:16,16.7916775
15:53:17,16.9106236
15:53:18,16.62956
15:53:19,17.0669136
15:53:20,16.8162727
15:53:21,16.9850922
15:53:22,16.621397
15:53:23,16.996233
15:53:24,16.82229
15:53:25,16.77073
15:53:26,16.75452
15:53:27,16.9125156
15:53:28,16.8742447
15:53:29,17.3263016
15:53:30,17.2428627
15:53:31,17.4300327
15:53:32,17.183918
15:53:33,16.5814362
15:53:34,16.8996
15:53:35,16.9204082
15:53:36,16.9891739
15:53:37,16.7787113
15:53:38,17.4599648
15:53:39,16.450325
15:53:40,16.77316
15:53:41,17.22613
15:53:42,16.798933
15:53:43,17.37166
15:53:44,17.165041
15:53:45,17.0408325
15:53:46,16.7621288
15:53:47,17.2466526
15:53:48,17.378233
15:53:49,16.7805538
15:53:50,16.9416065
15:53:51,16.9031353
15:53:52,15.95234
15:53:53,16.44005
15:53:54,17.3447456
15:53:55,16.81778
15:53:56,17.2384777
15:53:57,17.978056
15:53:58,17.2293835
15:53:59,16.5238857
15:54:00,17.2898636
15:54:01,16.54639
15:54:02,17.09785
15:54:03,18.1320763
15:54:04,17.2759743
15:54:05,17.1079369
15:54:06,16.6862431
15:54:07,17.0813274
15:54:08,16.46895
15:54:09,17.041357
15:54:10,17.3890076
15:54:11,17.0029182
15:54:12,16.8139153
15:54:13,17.2008438
15:54:14,16.8575764
15:54:15,16.959116
15:54:16,17.38977
15:54:17,17.1808357
15:54:18,17.6049347
15:54:19,17.4055786
15:54:20,17.2153225
15:54:21,16.856699
15:54:22,17.1248531
15:54:23,16.67804
15:54:24,16.5064678
15:54:25,16.7068481
15:54:26,16.5597057
15:54:27,16.64967
15:54:28,16.8636169
15:54:29,16.7659721
15:54:30,16.936594
15:54:31,16.1436253
15:54:32,16.7171631
15:54:33,17.2490673
15:54:34,17.2537441
15:54:35,16.7898979
15:54:36,16.3824081
15:54:37,16.7341862
15:54:38,16.81239
15:54:39,16.2534351
15:54:40,16.9743233
15:54:41,16.9682369
15:54:42,17.3538837
15:54:43,17.07903
15:54:44,16.9741039
15:54:45,17.0575981
15:54:46,17.2875824
15:54:47,16.5409412
15:54:48,17.1474285
15:54:49,16.4032021
15:54:50,16.3855762
15:54:51,15.4127922
15:54:52,15.7766495
15:54:53,15.9364262
15:54:54,15.5260334
15:54:55,16.0114975
15:54:56,15.463685
15:54:57,16.1322784
15:54:58,16.8225
15:54:59,16.4844913
15:55:00,15.70487
15:55:01,15.7891359
15:55:02,16.6812973
15:55:03,16.57562
15:55:04,16.3638954
15:55:05,16.0114422
15:55:07,15.7677317
15:55:08,16.3123741
15:55:09,16.4900436
15:55:09,16.2560711
15:55:11,16.9991188
15:55:12,16.2292976
15:55:13,16.4088326
15:55:14,16.01003
15:55:15,16.0782738
15:55:16,18.4354019
15:55:17,19.6664276
15:55:18,17.3635616
15:55:19,17.00975
15:55:20,17.3354549
15:55:21,17.448101
15:55:22,17.3124676
15:55:23,17.2667675
15:55:24,17.0137787
15:55:25,16.4947948
15:55:26,17.13672
15:55:27,17.2776432
15:55:28,17.5119934
15:55:29,17.2632618
15:55:30,16.6460838
15:55:31,17.0653763
15:55:32,16.6852951
15:55:33,17.8076859
15:55:34,17.4146919
15:55:35,16.7877426
15:55:36,17.7358875
15:55:37,17.220171
15:55:38,18.1478767
15:55:39,17.34807
15:55:40,17.2458477
15:55:41,17.1868286
15:55:42,17.2312069
15:55:43,17.6647835
15:55:44,16.8240738
15:55:45,17.6869164
15:55:46,16.3791656
15:55:47,17.82183
15:55:48,17.28059
15:55:49,16.7728176
15:55:50,17.3789215
15:55:51,17.1332016
15:55:52,17.49225
15:55:53,17.2099533
15:55:54,17.31841
15:55:55,17.4351273
15:55:56,17.2494984
15:55:57,17.3621235
15:55:58,17.2015171
15:55:59,16.7012444
15:56:00,17.557127
15:56:01,17.0552349
15:56:02,17.7495975
15:56:03,17.9947662
15:56:04,16.5507088
15:56:05,16.7936745
15:56:06,17.2832375
15:56:07,17.450695
15:56:08,17.3592014
15:56:09,17.3374844
15:56:10,17.5279312
15:56:11,17.5070133
15:56:12,16.9265652
15:56:13,17.1841927
15:56:14,17.586771
15:56:15,17.0223846
15:56:16,17.6759052
15:56:17,17.8638325
15:56:18,18.092123
15:56:19,16.89174
15:56:20,17.2438583
15:56:21,17.2580624
15:56:22,17.2175026
15:56:23,17.4134331
15:56:24,17.0465641
15:56:25,17.7496948
15:56:26,17.023447
15:56:27,17.7209473
15:56:28,16.9592953
15:56:29,17.5439739
15:56:30,17.5868778
15:56:31,17.0791359
15:56:32,17.5478649
15:56:33,16.8735924
15:56:34,17.2899685
15:56:35,17.1331177
15:56:36,17.7698936
15:56:37,17.2477379
15:56:38,17.6452751
15:56:39,17.1263084
15:56:40,16.57061
15:56:41,17.6789837
15:56:42,17.41123
15:56:43,17.5918865
15:56:44,16.864975
15:56:45,17.0926323
15:56:46,17.074667
15:56:47,16.9122658
15:56:48,17.0821285
15:56:49,17.2921772
15:56:50,17.2917328
15:56:51,17.142704
15:56:52,17.141468
15:56:53,17.4010124
15:56:54,17.96821
15:56:55,17.43283
15:56:56,16.9532375
15:56:57,16.9917622
15:56:58,17.235342
15:56:59,17.1731968
15:57:00,17.43813
15:57:01,17.6234226
15:57:02,17.211071
15:57:03,17.7775345
15:57:04,16.5888329
15:57:05,16.9070625
15:57:06,17.0428429
15:57:07,17.2153244
15:57:08,17.4332371
15:57:09,17.3306217
15:57:10,17.838974
15:57:11,17.6179237
15:57:12,16.63807
15:57:13,15.570612
15:57:14,15.8366833
15:57:15,16.1376762
15:57:16,16.6205635
15:57:17,16.37122
15:57:19,15.7548523
15:57:20,15.5577307
15:57:20,16.7140026
15:57:21,17.0950565
15:57:22,16.5657043
15:57:23,17.3895721
15:57:24,16.56424
15:57:25,17.9641571
15:57:26,17.7293682
15:57:27,17.4752522
15:57:28,17.5620327
15:57:29,17.4250832
15:57:31,17.3891411
15:57:31,17.4558544
15:57:32,17.0979118
15:57:33,17.2787571
15:57:35,16.891964
15:57:35,17.48198
15:57:37,16.9591942
15:57:37,17.4004974
15:57:38,18.1536579
15:57:40,16.6991138
15:57:41,17.52861
15:57:42,17.68653
15:57:43,17.1303978
15:57:44,17.2461185
15:57:45,17.3576374
15:57:46,17.5933456
15:57:47,17.4186
15:57:48,17.2675552
15:57:49,17.3971939
15:57:50,17.0498867
15:57:51,17.0297813
15:57:52,17.290062
15:57:53,17.1113377
15:57:54,17.34972
15:57:55,17.5689354
15:57:56,17.7069778
15:57:57,16.9834
15:57:58,17.2086849
15:57:59,17.2249413
15:58:00,17.6310921
15:58:01,17.5783863
15:58:02,17.8291512
15:58:03,17.1695385
15:58:04,17.3666687
15:58:05,17.39564
15:58:06,17.2781811
15:58:07,17.3635864
15:58:08,16.9933987
15:58:09,16.7106972
15:58:10,17.39905
15:58:11,17.4876423
15:58:12,17.11781
15:58:13,17.1913166
15:58:14,17.5189381
15:58:15,17.2416153
15:58:16,17.2390175
15:58:17,17.1994724
15:58:18,16.7169189
15:58:19,17.5770531
15:58:20,17.3758469
15:58:21,16.66207
15:58:22,17.2517662
15:58:23,17.0957623
15:58:24,17.6336861
15:58:25,17.0172577
15:58:26,17.1561489
15:58:27,17.8742085
15:58:28,16.9173088
15:58:29,17.1076431
15:58:30,17.4587879
15:58:31,17.6293144
15:58:32,17.1059017
15:58:33,17.58961
15:58:34,17.45351
15:58:35,17.0755634
15:58:36,17.7180252
15:58:37,17.6686363
15:58:38,17.0541782
15:58:39,17.301115
15:58:40,17.67251
15:58:41,17.7737083
15:58:42,17.38273
15:58:43,17.1727448
15:58:44,16.7476177
15:58:45,17.4172344
15:58:46,17.1749039
15:58:47,16.3945942
15:58:48,17.2202129
15:58:49,17.9826775
15:58:50,17.1199856
15:58:51,17.3127232
15:58:52,17.3471489
15:58:53,17.2853813
15:58:54,17.72695
15:58:55,17.1495647
15:58:56,17.5368
15:58:57,17.12891
15:58:58,17.2528782
15:58:59,17.43799
15:59:00,17.1744347
15:59:01,17.39799
15:59:02,17.0937653
15:59:03,17.3351231
15:59:04,17.1881161
15:59:05,17.7703114
15:59:06,16.3756447
15:59:07,17.57595
15:59:08,16.8819027
15:59:09,17.3799438
15:59:10,16.9013977
15:59:11,17.3787785
15:59:12,17.120903
15:59:13,16.70896
15:59:14,17.9027653
15:59:15,16.70781
15:59:16,16.6846447
15:59:17,16.4342785
15:59:18,16.5517941
15:59:19,17.0091915
15:59:20,16.9861927
15:59:21,16.0605278
15:59:22,16.19768
15:59:23,16.5922546
15:59:24,16.619236
15:59:25,17.7245712
